transaction_id,complaint_id,timestamp,sender_account,receiver_account,amount,channel,city,state,is_suspicious,risk_score,transaction_velocity
TXN200054,CMP-1021,2025-03-29T15:18:00,ACC00080,ACC00084,531.2,IMPS,Kanpur,Uttar Pradesh,True,92,4.77
TXN200055,CMP-1021,2025-03-29T16:43:00,ACC00084,ACC00057,375.46,UPI,Lucknow,Uttar Pradesh,True,82,8.52
TXN200056,CMP-1023,2025-08-25T02:03:00,ACC00361,ACC00067,2501.95,RTGS,Mumbai,Maharashtra,True,65,7.69
TXN200057,CMP-1023,2025-08-25T02:47:00,ACC00067,ACC00042,2267.2,Wallet,Kanpur,Uttar Pradesh,True,88,10.36
TXN200058,CMP-1023,2025-08-25T03:35:00,ACC00042,ACC00049,2740.41,IMPS,Delhi,Delhi,True,61,3.97
TXN200059,CMP-1023,2025-08-25T04:15:00,ACC00049,ACC00093,2561.59,Wallet,Kanpur,Uttar Pradesh,True,81,9.6
TXN200060,CMP-1024,2025-02-02T22:12:00,ACC00220,ACC00032,1644.49,IMPS,Lucknow,Uttar Pradesh,True,92,4.48
TXN200061,CMP-1024,2025-02-02T22:27:00,ACC00032,ACC00044,1693.39,UPI,Kanpur,Uttar Pradesh,True,77,5.06
TXN200062,CMP-1024,2025-02-02T23:15:00,ACC00044,ACC00097,1455.01,IMPS,Kanpur,Uttar Pradesh,True,67,6.82
TXN200063,CMP-1024,2025-02-02T23:49:00,ACC00097,ACC00082,1440.28,RTGS,Patna,Bihar,True,99,3.06
TXN200064,CMP-1027,2025-04-15T20:24:00,ACC00177,ACC00060,6267.94,NEFT,Kanpur,Uttar Pradesh,True,76,10.98
TXN200065,CMP-1027,2025-04-15T20:52:00,ACC00060,ACC00014,6367.08,RTGS,Jaipur,Rajasthan,True,77,10.71
TXN200066,CMP-1027,2025-04-15T21:38:00,ACC00014,ACC00094,6132.54,UPI,Lucknow,Uttar Pradesh,True,93,3.7
TXN200067,CMP-1027,2025-04-15T22:31:00,ACC00094,ACC00007,5559.0,RTGS,Delhi,Delhi,True,86,7.04
TXN200068,CMP-1028,2025-02-01T01:45:00,ACC00280,ACC00039,2819.65,RTGS,Lucknow,Uttar Pradesh,True,66,5.44
TXN200069,CMP-1028,2025-02-01T01:50:00,ACC00039,ACC00038,1950.68,Card,Jaipur,Rajasthan,True,90,6.15
TXN200070,CMP-1028,2025-02-01T02:52:00,ACC00038,ACC00074,2024.32,IMPS,Bengaluru,Karnataka,True,73,7.12
TXN200071,CMP-1029,2025-09-06T19:13:00,ACC00246,ACC00011,7920.9,RTGS,Mumbai,Maharashtra,True,88,11.42
TXN200072,CMP-1029,2025-09-06T19:33:00,ACC00011,ACC00039,4980.47,RTGS,Patna,Bihar,True,81,10.25
TXN200073,CMP-1029,2025-09-06T19:44:00,ACC00039,ACC00037,5971.63,Wallet,Bengaluru,Karnataka,True,77,9.11
TXN200074,CMP-1030,2025-02-26T13:10:00,ACC00397,ACC00094,8077.39,Wallet,Bengaluru,Karnataka,True,78,11.9
TXN200075,CMP-1030,2025-02-26T13:44:00,ACC00094,ACC00041,5867.98,NEFT,Hyderabad,Telangana,True,65,9.61
TXN200076,CMP-1031,2025-03-09T13:11:00,ACC00264,ACC00064,3976.28,RTGS,Patna,Bihar,True,81,5.35
TXN200077,CMP-1031,2025-03-09T13:23:00,ACC00064,ACC00018,4234.85,Card,Delhi,Delhi,True,98,6.77
TXN200078,CMP-1033,2025-01-10T22:22:00,ACC00462,ACC00056,2752.02,Card,Mumbai,Maharashtra,True,81,3.49
TXN200079,CMP-1033,2025-01-10T22:28:00,ACC00056,ACC00007,2671.29,Card,Bengaluru,Karnataka,True,88,8.92
TXN200080,CMP-1035,2025-08-10T00:25:00,ACC00423,ACC00008,6067.93,RTGS,Patna,Bihar,True,86,7.35
TXN200081,CMP-1035,2025-08-10T00:35:00,ACC00008,ACC00010,6737.85,Wallet,Patna,Bihar,True,92,11.85
TXN200082,CMP-1035,2025-08-10T01:22:00,ACC00010,ACC00048,5120.21,NEFT,Hyderabad,Telangana,True,72,8.24
TXN200083,CMP-1036,2025-07-11T06:30:00,ACC00245,ACC00084,2321.67,Card,Patna,Bihar,True,76,8.71
TXN200084,CMP-1036,2025-07-11T07:08:00,ACC00084,ACC00054,3353.12,IMPS,Mumbai,Maharashtra,True,89,10.32
TXN200085,CMP-1036,2025-07-11T08:13:00,ACC00054,ACC00056,2411.36,Wallet,Mumbai,Maharashtra,True,83,11.19
TXN200086,CMP-1036,2025-07-11T08:20:00,ACC00056,ACC00089,2796.96,Card,Hyderabad,Telangana,True,69,5.49
TXN200087,CMP-1037,2025-05-19T23:43:00,ACC00141,ACC00018,3715.48,Wallet,Delhi,Delhi,True,88,4.55
TXN200088,CMP-1037,2025-05-20T01:09:00,ACC00018,ACC00091,3315.64,RTGS,Bengaluru,Karnataka,True,82,9.46
TXN200089,CMP-1038,2025-08-24T14:01:00,ACC00166,ACC00010,6443.86,RTGS,Mumbai,Maharashtra,True,83,3.17
TXN200090,CMP-1038,2025-08-24T14:59:00,ACC00010,ACC00061,6489.3,Wallet,Jaipur,Rajasthan,True,81,7.73
TXN200091,CMP-1038,2025-08-24T15:20:00,ACC00061,ACC00004,7161.09,UPI,Patna,Bihar,True,68,9.72
TXN200092,CMP-1039,2025-08-13T17:34:00,ACC00165,ACC00094,12450.84,NEFT,Kanpur,Uttar Pradesh,True,75,3.62
TXN200093,CMP-1039,2025-08-13T18:28:00,ACC00094,ACC00015,12857.03,UPI,Mumbai,Maharashtra,True,80,9.65
TXN200094,CMP-1040,2025-03-05T03:09:00,ACC00360,ACC00046,2492.64,NEFT,Jaipur,Rajasthan,True,75,3.5
TXN200095,CMP-1040,2025-03-05T04:31:00,ACC00046,ACC00048,2388.2,NEFT,Kanpur,Uttar Pradesh,True,69,7.57
TXN200096,CMP-1041,2025-03-04T22:29:00,ACC00198,ACC00017,6303.18,IMPS,Patna,Bihar,True,78,11.14
TXN200097,CMP-1041,2025-03-04T22:34:00,ACC00017,ACC00003,5377.98,UPI,Kanpur,Uttar Pradesh,True,72,9.47
TXN200098,CMP-1041,2025-03-04T22:57:00,ACC00003,ACC00019,4392.13,NEFT,Bengaluru,Karnataka,True,82,10.49
TXN200099,CMP-1042,2025-02-19T21:44:00,ACC00438,ACC00098,3616.85,Card,Lucknow,Uttar Pradesh,True,87,11.41
TXN200100,CMP-1042,2025-02-19T22:27:00,ACC00098,ACC00094,2944.49,UPI,Jaipur,Rajasthan,True,82,11.37
TXN200101,CMP-1043,2025-08-17T00:43:00,ACC00183,ACC00088,1796.85,Card,Hyderabad,Telangana,True,79,5.72
TXN200102,CMP-1043,2025-08-17T02:00:00,ACC00088,ACC00005,2426.25,Wallet,Kanpur,Uttar Pradesh,True,73,11.39
TXN200103,CMP-1044,2025-08-25T00:15:00,ACC00122,ACC00086,20219.63,Card,Mumbai,Maharashtra,True,76,3.25
TXN200104,CMP-1044,2025-08-25T01:13:00,ACC00086,ACC00057,22570.44,IMPS,Hyderabad,Telangana,True,89,6.87
TXN200105,CMP-1044,2025-08-25T01:44:00,ACC00057,ACC00043,23811.16,Card,Hyderabad,Telangana,True,78,11.68
TXN200106,CMP-1044,2025-08-25T03:11:00,ACC00043,ACC00048,14577.89,IMPS,Jaipur,Rajasthan,True,61,6.71
TXN200107,CMP-1045,2025-03-09T04:13:00,ACC00485,ACC00057,2910.69,RTGS,Patna,Bihar,True,66,3.22
TXN200108,CMP-1045,2025-03-09T05:03:00,ACC00057,ACC00080,3409.95,Card,Bengaluru,Karnataka,True,75,10.2
TXN200109,CMP-1046,2025-05-26T03:16:00,ACC00199,ACC00073,3168.73,UPI,Hyderabad,Telangana,True,72,3.37
TXN200110,CMP-1046,2025-05-26T04:20:00,ACC00073,ACC00043,2604.17,RTGS,Kanpur,Uttar Pradesh,True,77,5.42
TXN200111,CMP-1046,2025-05-26T05:49:00,ACC00043,ACC00069,3209.42,RTGS,Delhi,Delhi,True,83,6.67
TXN200112,CMP-1047,2025-03-15T01:21:00,ACC00357,ACC00020,14831.56,UPI,Kanpur,Uttar Pradesh,True,71,4.21
TXN200113,CMP-1047,2025-03-15T01:35:00,ACC00020,ACC00091,15565.9,Wallet,Delhi,Delhi,True,74,4.25
TXN200114,CMP-1048,2025-04-12T04:11:00,ACC00126,ACC00047,9580.92,Wallet,Lucknow,Uttar Pradesh,True,80,9.2
TXN200115,CMP-1048,2025-04-12T04:45:00,ACC00047,ACC00072,7423.81,Wallet,Bengaluru,Karnataka,True,82,10.32
TXN200116,CMP-1048,2025-04-12T06:12:00,ACC00072,ACC00010,6921.24,Card,Lucknow,Uttar Pradesh,True,65,11.47
TXN200117,CMP-1048,2025-04-12T06:32:00,ACC00010,ACC00024,8204.42,UPI,Mumbai,Maharashtra,True,82,6.39
TXN200118,CMP-1049,2025-02-15T18:50:00,ACC00245,ACC00020,8720.11,IMPS,Bengaluru,Karnataka,True,79,5.32
TXN200119,CMP-1049,2025-02-15T19:54:00,ACC00020,ACC00036,6535.78,RTGS,Hyderabad,Telangana,True,63,3.45
TXN200120,CMP-1051,2025-06-04T10:26:00,ACC00127,ACC00047,15719.45,Wallet,Jaipur,Rajasthan,True,90,9.42
TXN200121,CMP-1051,2025-06-04T11:40:00,ACC00047,ACC00069,13647.82,Card,Lucknow,Uttar Pradesh,True,72,4.13
TXN200122,CMP-1052,2025-03-07T00:32:00,ACC00114,ACC00012,3848.72,Card,Mumbai,Maharashtra,True,86,7.83
TXN200123,CMP-1052,2025-03-07T01:50:00,ACC00012,ACC00002,2798.02,Card,Lucknow,Uttar Pradesh,True,82,8.47
TXN200124,CMP-1052,2025-03-07T02:59:00,ACC00002,ACC00044,3225.34,Wallet,Jaipur,Rajasthan,True,73,5.4
TXN200125,CMP-1053,2025-09-03T02:07:00,ACC00119,ACC00060,3478.58,UPI,Delhi,Delhi,True,86,8.6
TXN200126,CMP-1053,2025-09-03T02:56:00,ACC00060,ACC00032,4376.48,Wallet,Mumbai,Maharashtra,True,84,10.34
TXN200127,CMP-1053,2025-09-03T03:23:00,ACC00032,ACC00011,3538.73,NEFT,Mumbai,Maharashtra,True,78,3.01
TXN200128,CMP-1054,2025-08-03T07:43:00,ACC00329,ACC00010,5203.09,UPI,Mumbai,Maharashtra,True,80,3.14
TXN200129,CMP-1054,2025-08-03T08:40:00,ACC00010,ACC00033,7420.25,NEFT,Patna,Bihar,True,74,11.13
TXN200130,CMP-1055,2025-03-01T03:28:00,ACC00156,ACC00030,458.93,NEFT,Mumbai,Maharashtra,True,82,9.87
TXN200131,CMP-1055,2025-03-01T04:41:00,ACC00030,ACC00021,456.75,UPI,Lucknow,Uttar Pradesh,True,69,6.76
TXN200132,CMP-1055,2025-03-01T05:24:00,ACC00021,ACC00007,538.06,NEFT,Patna,Bihar,True,78,8.23
TXN200133,CMP-1055,2025-03-01T05:35:00,ACC00007,ACC00079,381.48,UPI,Jaipur,Rajasthan,True,66,7.27
TXN200134,CMP-1056,2025-03-25T17:49:00,ACC00427,ACC00058,1676.03,NEFT,Kanpur,Uttar Pradesh,True,66,10.17
TXN200135,CMP-1056,2025-03-25T18:22:00,ACC00058,ACC00052,1763.31,Card,Delhi,Delhi,True,80,6.05
TXN200136,CMP-1057,2025-08-14T17:54:00,ACC00423,ACC00030,1267.43,IMPS,Bengaluru,Karnataka,True,73,9.53
TXN200137,CMP-1057,2025-08-14T19:17:00,ACC00030,ACC00025,1196.73,Card,Patna,Bihar,True,99,8.44
TXN200138,CMP-1058,2025-05-22T04:28:00,ACC00414,ACC00073,3593.62,UPI,Jaipur,Rajasthan,True,92,3.96
TXN200139,CMP-1058,2025-05-22T05:39:00,ACC00073,ACC00034,2604.47,Card,Patna,Bihar,True,86,7.03
TXN200140,CMP-1061,2025-01-01T15:19:00,ACC00282,ACC00044,718.32,UPI,Patna,Bihar,True,69,3.74
TXN200141,CMP-1061,2025-01-01T15:49:00,ACC00044,ACC00062,825.2,RTGS,Bengaluru,Karnataka,True,71,5.96
TXN200142,CMP-1062,2025-05-26T05:47:00,ACC00168,ACC00069,5583.39,Wallet,Delhi,Delhi,True,74,9.58
TXN200143,CMP-1062,2025-05-26T05:58:00,ACC00069,ACC00034,6439.74,IMPS,Mumbai,Maharashtra,True,61,5.14
TXN200144,CMP-1063,2025-03-26T15:06:00,ACC00456,ACC00023,6338.87,Card,Delhi,Delhi,True,79,11.25
TXN200145,CMP-1063,2025-03-26T16:00:00,ACC00023,ACC00073,4946.93,RTGS,Bengaluru,Karnataka,True,70,10.36
TXN200146,CMP-1063,2025-03-26T17:14:00,ACC00073,ACC00053,4684.75,IMPS,Jaipur,Rajasthan,True,85,4.7
TXN200147,CMP-1064,2025-02-08T11:28:00,ACC00118,ACC00005,1216.18,Card,Hyderabad,Telangana,True,75,7.67
TXN200148,CMP-1064,2025-02-08T11:43:00,ACC00005,ACC00022,1361.04,UPI,Lucknow,Uttar Pradesh,True,76,9.61
TXN200149,CMP-1064,2025-02-08T12:15:00,ACC00022,ACC00032,994.39,Card,Kanpur,Uttar Pradesh,True,79,4.15
TXN200150,CMP-1064,2025-02-08T12:58:00,ACC00032,ACC00069,965.83,RTGS,Mumbai,Maharashtra,True,88,9.56
TXN200151,CMP-1065,2025-09-11T17:49:00,ACC00363,ACC00069,12547.54,Card,Kanpur,Uttar Pradesh,True,90,3.99
TXN200152,CMP-1065,2025-09-11T19:07:00,ACC00069,ACC00007,14662.77,Wallet,Kanpur,Uttar Pradesh,True,76,9.55
TXN200153,CMP-1066,2025-09-05T21:14:00,ACC00246,ACC00099,11136.33,IMPS,Kanpur,Uttar Pradesh,True,82,9.0
TXN200154,CMP-1066,2025-09-05T21:35:00,ACC00099,ACC00048,9412.72,UPI,Mumbai,Maharashtra,True,77,8.59
TXN200155,CMP-1066,2025-09-05T22:34:00,ACC00048,ACC00044,10806.49,RTGS,Delhi,Delhi,True,81,4.01
TXN200156,CMP-1066,2025-09-05T23:19:00,ACC00044,ACC00080,11558.04,NEFT,Delhi,Delhi,True,91,9.66
TXN200157,CMP-1067,2025-02-07T02:15:00,ACC00288,ACC00051,2978.09,IMPS,Kanpur,Uttar Pradesh,True,79,3.86
TXN200158,CMP-1067,2025-02-07T03:44:00,ACC00051,ACC00090,2178.56,Card,Bengaluru,Karnataka,True,76,9.05
TXN200159,CMP-1067,2025-02-07T04:03:00,ACC00090,ACC00015,2719.71,Wallet,Jaipur,Rajasthan,True,69,7.55
TXN200160,CMP-1068,2025-05-06T06:08:00,ACC00354,ACC00047,17134.46,RTGS,Hyderabad,Telangana,True,86,8.99
TXN200161,CMP-1068,2025-05-06T06:54:00,ACC00047,ACC00043,15885.55,NEFT,Bengaluru,Karnataka,True,85,3.14
TXN200162,CMP-1068,2025-05-06T07:04:00,ACC00043,ACC00082,12434.3,RTGS,Jaipur,Rajasthan,True,83,4.84
TXN200163,CMP-1068,2025-05-06T07:57:00,ACC00082,ACC00033,13065.95,NEFT,Bengaluru,Karnataka,True,62,5.72
TXN200164,CMP-1069,2025-09-02T01:36:00,ACC00472,ACC00055,9932.98,UPI,Mumbai,Maharashtra,True,76,10.97
TXN200165,CMP-1069,2025-09-02T01:41:00,ACC00055,ACC00077,13313.46,RTGS,Lucknow,Uttar Pradesh,True,92,8.15
TXN200166,CMP-1069,2025-09-02T02:29:00,ACC00077,ACC00042,10832.56,Wallet,Hyderabad,Telangana,True,70,3.99
TXN200167,CMP-1070,2025-01-22T19:38:00,ACC00264,ACC00041,732.77,RTGS,Mumbai,Maharashtra,True,72,3.14
TXN200168,CMP-1070,2025-01-22T20:04:00,ACC00041,ACC00001,653.93,Card,Hyderabad,Telangana,True,77,3.91
TXN200169,CMP-1071,2025-09-12T04:21:00,ACC00185,ACC00044,12834.4,RTGS,Delhi,Delhi,True,70,3.02
TXN200170,CMP-1071,2025-09-12T05:44:00,ACC00044,ACC00069,8143.09,Wallet,Lucknow,Uttar Pradesh,True,83,11.6
TXN200171,CMP-1071,2025-09-12T06:40:00,ACC00069,ACC00010,7482.59,RTGS,Hyderabad,Telangana,True,62,11.05
TXN200172,CMP-1072,2025-01-11T17:10:00,ACC00240,ACC00007,5726.97,Wallet,Jaipur,Rajasthan,True,81,7.35
TXN200173,CMP-1072,2025-01-11T17:41:00,ACC00007,ACC00016,5177.44,Card,Mumbai,Maharashtra,True,83,9.14
TXN200174,CMP-1072,2025-01-11T18:06:00,ACC00016,ACC00046,5232.88,RTGS,Lucknow,Uttar Pradesh,True,86,3.94
TXN200175,CMP-1072,2025-01-11T18:33:00,ACC00046,ACC00049,4214.51,UPI,Hyderabad,Telangana,True,68,8.09
TXN200176,CMP-1073,2025-06-10T15:13:00,ACC00115,ACC00077,5421.91,UPI,Bengaluru,Karnataka,True,62,3.43
TXN200177,CMP-1073,2025-06-10T15:32:00,ACC00077,ACC00024,6661.88,RTGS,Lucknow,Uttar Pradesh,True,80,3.63
TXN200178,CMP-1073,2025-06-10T16:18:00,ACC00024,ACC00056,4086.55,NEFT,Jaipur,Rajasthan,True,57,7.51
TXN200179,CMP-1074,2025-09-04T15:37:00,ACC00134,ACC00082,8170.14,Wallet,Kanpur,Uttar Pradesh,True,69,4.43
TXN200180,CMP-1074,2025-09-04T16:15:00,ACC00082,ACC00011,6898.43,RTGS,Bengaluru,Karnataka,True,61,4.94
TXN200181,CMP-1075,2025-05-06T15:23:00,ACC00409,ACC00057,45029.87,NEFT,Lucknow,Uttar Pradesh,True,68,7.5
TXN200182,CMP-1075,2025-05-06T15:43:00,ACC00057,ACC00064,30426.88,NEFT,Hyderabad,Telangana,True,76,3.82
TXN200183,CMP-1076,2025-07-23T11:52:00,ACC00393,ACC00046,28631.66,UPI,Bengaluru,Karnataka,True,72,5.58
TXN200184,CMP-1076,2025-07-23T12:30:00,ACC00046,ACC00091,18364.73,RTGS,Patna,Bihar,True,76,11.26
TXN200185,CMP-1076,2025-07-23T13:32:00,ACC00091,ACC00078,27493.2,UPI,Kanpur,Uttar Pradesh,True,99,10.95
TXN200186,CMP-1076,2025-07-23T13:53:00,ACC00078,ACC00026,21072.45,Wallet,Hyderabad,Telangana,True,53,11.13
TXN200187,CMP-1077,2025-06-04T15:09:00,ACC00113,ACC00063,60026.76,IMPS,Mumbai,Maharashtra,True,91,6.07
TXN200188,CMP-1077,2025-06-04T15:52:00,ACC00063,ACC00071,56695.86,UPI,Mumbai,Maharashtra,True,92,11.65
TXN200189,CMP-1078,2025-03-27T12:10:00,ACC00496,ACC00057,7532.83,Wallet,Bengaluru,Karnataka,True,81,8.46
TXN200190,CMP-1078,2025-03-27T13:23:00,ACC00057,ACC00008,6875.24,Wallet,Kanpur,Uttar Pradesh,True,91,3.56
TXN200191,CMP-1078,2025-03-27T14:00:00,ACC00008,ACC00016,6416.22,IMPS,Lucknow,Uttar Pradesh,True,80,4.27
TXN200192,CMP-1078,2025-03-27T14:12:00,ACC00016,ACC00033,5769.16,RTGS,Kanpur,Uttar Pradesh,True,70,9.7
TXN200193,CMP-1079,2025-04-23T02:26:00,ACC00202,ACC00009,988.92,Card,Lucknow,Uttar Pradesh,True,69,11.93
TXN200194,CMP-1079,2025-04-23T03:28:00,ACC00009,ACC00072,940.71,NEFT,Patna,Bihar,True,90,6.35
TXN200195,CMP-1079,2025-04-23T03:34:00,ACC00072,ACC00059,901.32,Card,Kanpur,Uttar Pradesh,True,69,3.2
TXN200196,CMP-1079,2025-04-23T04:27:00,ACC00059,ACC00000,792.03,UPI,Hyderabad,Telangana,True,84,3.12
TXN200197,CMP-1080,2025-05-22T11:35:00,ACC00441,ACC00008,3283.25,UPI,Bengaluru,Karnataka,True,79,10.64
TXN200198,CMP-1080,2025-05-22T12:41:00,ACC00008,ACC00047,2762.95,UPI,Kanpur,Uttar Pradesh,True,90,6.08
TXN200199,CMP-1080,2025-05-22T13:02:00,ACC00047,ACC00067,2986.9,Card,Hyderabad,Telangana,True,82,5.83
TXN200200,CMP-1081,2025-02-27T11:05:00,ACC00464,ACC00089,6065.0,IMPS,Jaipur,Rajasthan,True,74,3.69
TXN200201,CMP-1081,2025-02-27T11:46:00,ACC00089,ACC00000,6076.87,UPI,Lucknow,Uttar Pradesh,True,91,9.02
TXN200202,CMP-1081,2025-02-27T13:05:00,ACC00000,ACC00050,5292.09,RTGS,Bengaluru,Karnataka,True,68,11.81
TXN200203,CMP-1083,2025-06-13T17:37:00,ACC00383,ACC00059,3517.52,IMPS,Mumbai,Maharashtra,True,94,6.79
