withdrawal_id,account_id,location_id,timestamp,amount
WD00058,ACC00026,ATM-DEL-013,2025-08-02T17:15:00,7784.02
WD00059,ACC00160,ATM-MUM-049,2025-07-22T14:24:00,1704.25
WD00060,ACC00194,ATM-MUM-019,2025-01-23T09:59:00,10395.33
WD00061,ACC00102,ATM-MUM-099,2025-02-15T15:06:00,2021.19
WD00062,ACC00084,ATM-DEL-010,2025-08-17T09:56:00,2389.34
WD00063,ACC00075,ATM-PAT-003,2025-04-03T21:14:00,4245.2
WD00064,ACC00090,ATM-KAN-014,2025-03-27T07:01:00,16096.62
WD00065,ACC00049,ATM-KAN-014,2025-05-31T12:02:00,1541.25
WD00066,ACC00069,ATM-PAT-003,2025-08-01T16:30:00,1867.46
WD00067,ACC00270,ATM-MUM-068,2025-09-16T12:22:00,2947.12
WD00068,ACC00083,ATM-BEN-001,2025-05-20T05:01:00,3442.89
WD00069,ACC00026,ATM-DEL-013,2025-02-08T22:33:00,3067.98
WD00070,ACC00237,ATM-PAT-031,2025-03-12T22:50:00,3988.35
WD00071,ACC00307,ATM-JAI-024,2025-07-27T04:18:00,5710.93
WD00072,ACC00065,ATM-DEL-010,2025-02-12T08:08:00,22464.99
WD00073,ACC00374,ATM-DEL-086,2025-09-02T15:34:00,3278.58
WD00074,ACC00056,ATM-DEL-004,2025-08-28T00:59:00,3301.43
WD00075,ACC00114,ATM-LUC-005,2025-03-10T09:58:00,8072.96
WD00076,ACC00003,ATM-DEL-004,2025-03-05T04:37:00,10838.45
WD00077,ACC00150,ATM-KAN-030,2025-04-24T06:00:00,3918.89
WD00078,ACC00056,ATM-DEL-004,2025-03-01T17:13:00,1779.82
WD00079,ACC00035,ATM-PAT-006,2025-07-19T01:09:00,4928.39
WD00080,ACC00084,ATM-DEL-010,2025-02-26T02:46:00,3818.14
WD00081,ACC00036,ATM-DEL-013,2025-05-28T12:25:00,2694.83
WD00082,ACC00010,ATM-PAT-008,2025-04-18T17:08:00,6606.79
WD00083,ACC00048,ATM-DEL-000,2025-01-21T01:22:00,1468.01
WD00084,ACC00334,ATM-DEL-010,2025-09-02T15:42:00,3006.33
WD00085,ACC00344,ATM-JAI-038,2025-07-15T05:29:00,1220.77
WD00086,ACC00478,ATM-DEL-047,2025-02-22T13:38:00,2937.85
WD00087,ACC00323,ATM-BEN-067,2025-03-14T22:00:00,2071.72
WD00088,ACC00097,ATM-PAT-003,2025-05-30T05:29:00,3808.87
WD00089,ACC00008,ATM-DEL-010,2025-09-08T21:01:00,1139.81
WD00090,ACC00046,ATM-LUC-005,2025-07-23T12:29:00,3956.37
WD00091,ACC00032,ATM-KAN-012,2025-06-09T17:13:00,2812.54
WD00092,ACC00357,ATM-MUM-022,2025-04-05T09:55:00,2951.64
WD00093,ACC00090,ATM-KAN-014,2025-04-06T19:56:00,1468.77
WD00094,ACC00010,ATM-PAT-008,2025-01-17T17:12:00,721.72
WD00095,ACC00091,ATM-DEL-011,2025-02-26T05:38:00,3672.92
WD00096,ACC00368,ATM-BEN-020,2025-04-17T07:51:00,3094.85
WD00097,ACC00072,ATM-MUM-009,2025-01-10T18:53:00,5926.01
WD00098,ACC00089,ATM-KAN-007,2025-03-15T00:43:00,1619.53
WD00099,ACC00017,ATM-PAT-006,2025-05-10T21:44:00,2011.06
WD00100,ACC00091,ATM-DEL-011,2025-02-18T16:33:00,2144.94
WD00101,ACC00099,ATM-DEL-000,2025-04-06T06:08:00,1082.25
WD00102,ACC00061,ATM-MUM-009,2025-05-22T03:12:00,1259.66
WD00103,ACC00441,ATM-KAN-093,2025-05-13T07:28:00,2691.74
WD00104,ACC00432,ATM-MUM-049,2025-01-27T22:24:00,5243.5
WD00105,ACC00040,ATM-DEL-013,2025-09-01T04:12:00,3784.41
WD00106,ACC00029,ATM-DEL-000,2025-04-03T03:49:00,3672.52
WD00107,ACC00305,ATM-DEL-094,2025-07-27T00:40:00,872.7
WD00108,ACC00056,ATM-DEL-004,2025-06-04T18:55:00,7541.81
WD00109,ACC00085,ATM-PAT-003,2025-08-04T23:57:00,1111.59
WD00110,ACC00304,ATM-MUM-060,2025-03-13T10:28:00,4915.8
WD00111,ACC00297,ATM-MUM-032,2025-08-09T08:48:00,2480.48
WD00112,ACC00050,ATM-DEL-002,2025-04-22T04:00:00,3216.55
WD00113,ACC00001,ATM-PAT-003,2025-09-01T18:59:00,2378.75
WD00114,ACC00275,ATM-BEN-017,2025-01-21T17:55:00,1299.02
WD00115,ACC00039,ATM-LUC-005,2025-02-19T19:18:00,3304.77
WD00116,ACC00023,ATM-LUC-005,2025-06-08T08:01:00,1632.55
WD00117,ACC00036,ATM-DEL-013,2025-02-12T07:46:00,4464.44
WD00118,ACC00063,ATM-DEL-011,2025-04-27T04:32:00,2969.46
WD00119,ACC00064,ATM-PAT-008,2025-01-07T00:11:00,779.18
WD00120,ACC00046,ATM-LUC-005,2025-01-30T04:07:00,1722.51
WD00121,ACC00021,ATM-PAT-003,2025-04-01T16:28:00,1665.69
WD00122,ACC00089,ATM-KAN-007,2025-02-07T21:48:00,3469.77
WD00123,ACC00053,ATM-LUC-005,2025-01-19T04:46:00,1250.28
WD00124,ACC00068,ATM-PAT-008,2025-03-17T17:27:00,1658.83
WD00125,ACC00082,ATM-DEL-004,2025-01-25T08:27:00,1959.22
WD00126,ACC00241,ATM-MUM-048,2025-01-12T11:57:00,3307.47
WD00127,ACC00171,ATM-BEN-055,2025-08-22T10:40:00,2747.77
WD00128,ACC00004,ATM-BEN-001,2025-07-10T03:56:00,2935.04
WD00129,ACC00144,ATM-KAN-007,2025-07-01T08:21:00,2714.19
WD00130,ACC00069,ATM-PAT-003,2025-06-21T18:26:00,2326.54
WD00131,ACC00222,ATM-DEL-002,2025-06-15T17:03:00,1835.33
WD00132,ACC00155,ATM-DEL-065,2025-03-06T23:19:00,1995.21
WD00133,ACC00002,ATM-PAT-008,2025-01-17T18:33:00,3581.71
WD00134,ACC00068,ATM-PAT-008,2025-03-14T17:26:00,2286.63
WD00135,ACC00040,ATM-DEL-013,2025-01-13T08:01:00,2170.72
WD00136,ACC00045,ATM-KAN-012,2025-02-17T04:03:00,2911.99
WD00137,ACC00043,ATM-PAT-006,2025-05-06T03:11:00,1679.77
WD00138,ACC00077,ATM-KAN-007,2025-09-04T07:11:00,1644.36
WD00139,ACC00058,ATM-DEL-000,2025-04-21T16:50:00,5282.32
WD00140,ACC00040,ATM-DEL-013,2025-06-03T13:36:00,2388.18
WD00141,ACC00073,ATM-PAT-006,2025-05-25T02:41:00,3929.35
WD00142,ACC00064,ATM-PAT-008,2025-01-14T20:24:00,9068.23
WD00143,ACC00436,ATM-HYD-044,2025-07-09T06:56:00,3079.37
WD00144,ACC00317,ATM-BEN-055,2025-01-02T19:25:00,682.98
WD00145,ACC00226,ATM-KAN-026,2025-09-02T10:43:00,8878.9
WD00146,ACC00377,ATM-PAT-073,2025-03-14T11:48:00,3390.92
WD00147,ACC00095,ATM-KAN-014,2025-01-29T16:50:00,2362.91
WD00148,ACC00008,ATM-DEL-010,2025-08-28T21:36:00,6051.87
WD00149,ACC00018,ATM-DEL-000,2025-07-25T19:55:00,1462.24
WD00150,ACC00005,ATM-DEL-013,2025-03-04T08:30:00,962.53
WD00151,ACC00095,ATM-KAN-014,2025-05-27T20:44:00,13096.87
WD00152,ACC00094,ATM-DEL-010,2025-02-05T22:32:00,4251.69
WD00153,ACC00054,ATM-PAT-006,2025-06-01T18:37:00,7226.51
WD00154,ACC00060,ATM-BEN-001,2025-06-21T17:31:00,3012.46
WD00155,ACC00403,ATM-KAN-087,2025-06-15T06:54:00,5136.87
WD00156,ACC00245,ATM-BEN-067,2025-08-16T10:51:00,636.49
WD00157,ACC00159,ATM-MUM-075,2025-05-21T08:51:00,4010.72
WD00158,ACC00055,ATM-PAT-006,2025-05-13T12:50:00,3105.43
WD00159,ACC00410,ATM-PAT-006,2025-03-15T02:23:00,6140.13
WD00160,ACC00000,ATM-DEL-011,2025-08-15T09:42:00,4848.05
WD00161,ACC00353,ATM-KAN-077,2025-07-02T06:18:00,2066.93
WD00162,ACC00447,ATM-BEN-079,2025-04-23T13:33:00,5038.56
WD00163,ACC00092,ATM-KAN-007,2025-01-04T23:01:00,2247.01
WD00164,ACC00104,ATM-BEN-084,2025-07-23T15:42:00,520.17
WD00165,ACC00012,ATM-BEN-015,2025-07-11T03:28:00,3876.68
WD00166,ACC00287,ATM-PAT-073,2025-07-19T19:37:00,3948.59
WD00167,ACC00035,ATM-PAT-006,2025-02-25T03:21:00,905.13
WD00168,ACC00295,ATM-PAT-039,2025-07-12T11:52:00,542.85
WD00169,ACC00470,ATM-BEN-088,2025-03-23T04:33:00,3133.41
WD00170,ACC00004,ATM-BEN-001,2025-02-06T20:36:00,2272.22
WD00171,ACC00052,ATM-MUM-009,2025-09-13T10:59:00,3517.39
WD00172,ACC00408,ATM-DEL-086,2025-05-30T03:12:00,1385.39
WD00173,ACC00066,ATM-LUC-005,2025-06-18T07:35:00,3749.92
WD00174,ACC00016,ATM-MUM-009,2025-04-23T23:07:00,7345.4
WD00175,ACC00086,ATM-DEL-002,2025-05-08T21:17:00,2151.32
WD00176,ACC00107,ATM-LUC-082,2025-01-22T10:08:00,796.09
WD00177,ACC00040,ATM-DEL-013,2025-08-21T19:54:00,1644.4
WD00178,ACC00067,ATM-DEL-011,2025-02-16T15:52:00,1996.62
WD00179,ACC00035,ATM-PAT-006,2025-04-10T09:56:00,4192.44
WD00180,ACC00036,ATM-DEL-013,2025-02-24T04:06:00,5128.24
WD00181,ACC00044,ATM-DEL-004,2025-08-02T22:53:00,5972.69
WD00182,ACC00001,ATM-PAT-003,2025-07-15T21:43:00,2642.89
WD00183,ACC00208,ATM-PAT-031,2025-06-17T03:46:00,3402.36
WD00184,ACC00363,ATM-BEN-074,2025-01-16T05:39:00,1886.89
WD00185,ACC00072,ATM-MUM-009,2025-02-23T10:15:00,5646.38
WD00186,ACC00017,ATM-PAT-006,2025-09-01T23:34:00,3467.84
WD00187,ACC00025,ATM-KAN-014,2025-07-18T22:06:00,4063.6
WD00188,ACC00106,ATM-KAN-012,2025-05-15T13:32:00,896.87
WD00189,ACC00022,ATM-DEL-010,2025-07-02T12:57:00,3946.88
WD00190,ACC00088,ATM-KAN-007,2025-01-04T15:03:00,13912.89
WD00191,ACC00487,ATM-MUM-060,2025-05-25T14:03:00,2970.79
WD00192,ACC00028,ATM-KAN-014,2025-08-16T07:58:00,2822.91
WD00193,ACC00032,ATM-KAN-012,2025-04-26T02:56:00,519.14
WD00194,ACC00016,ATM-MUM-009,2025-08-18T00:51:00,1293.9
WD00195,ACC00028,ATM-KAN-014,2025-09-05T13:50:00,6674.73
WD00196,ACC00013,ATM-KAN-014,2025-02-19T05:00:00,3171.16
WD00197,ACC00192,ATM-HYD-052,2025-08-16T22:18:00,1767.17
WD00198,ACC00043,ATM-PAT-031,2025-07-30T03:47:00,15172.65
WD00199,ACC00098,ATM-KAN-012,2025-08-28T08:02:00,1366.67
WD00200,ACC00410,ATM-KAN-059,2025-01-02T07:30:00,1941.67
WD00201,ACC00171,ATM-HYD-044,2025-02-08T17:42:00,5109.73
WD00202,ACC00082,ATM-DEL-004,2025-01-02T08:26:00,4544.81
WD00203,ACC00213,ATM-DEL-072,2025-01-02T12:11:00,2572.08
WD00204,ACC00020,ATM-KAN-014,2025-08-16T22:44:00,5739.31
WD00205,ACC00376,ATM-LUC-082,2025-03-03T00:14:00,4512.02
WD00206,ACC00358,ATM-HYD-036,2025-04-01T08:49:00,10475.74
WD00207,ACC00342,ATM-JAI-090,2025-01-22T20:54:00,2245.65
WD00208,ACC00389,ATM-BEN-016,2025-07-22T11:38:00,2486.58
WD00209,ACC00077,ATM-KAN-007,2025-07-18T21:38:00,1916.72
WD00210,ACC00014,ATM-PAT-008,2025-03-07T01:13:00,2652.24
WD00211,ACC00056,ATM-DEL-004,2025-02-08T20:22:00,3405.92
WD00212,ACC00089,ATM-KAN-007,2025-07-10T17:33:00,4156.91
WD00213,ACC00085,ATM-PAT-003,2025-02-02T01:07:00,4003.29
WD00214,ACC00192,ATM-DEL-094,2025-01-30T15:49:00,8173.6
WD00215,ACC00086,ATM-DEL-002,2025-06-07T09:01:00,1893.67
WD00216,ACC00090,ATM-KAN-014,2025-04-09T16:43:00,6234.1
WD00217,ACC00086,ATM-DEL-002,2025-07-15T06:33:00,4223.99
WD00218,ACC00000,ATM-DEL-011,2025-08-21T15:51:00,2431.38
WD00219,ACC00197,ATM-JAI-027,2025-07-04T14:54:00,1791.6
WD00220,ACC00037,ATM-PAT-003,2025-05-23T16:05:00,7748.6
WD00221,ACC00483,ATM-DEL-053,2025-05-02T18:32:00,3491.43
WD00222,ACC00032,ATM-KAN-012,2025-01-20T14:38:00,4525.32
WD00223,ACC00090,ATM-KAN-014,2025-07-01T06:47:00,6114.6
WD00224,ACC00080,ATM-KAN-012,2025-07-03T20:54:00,778.64
WD00225,ACC00326,ATM-PAT-064,2025-07-18T03:12:00,1394.91
WD00226,ACC00020,ATM-KAN-014,2025-07-16T06:23:00,2146.41
WD00227,ACC00080,ATM-KAN-012,2025-02-02T02:18:00,2321.71
WD00228,ACC00328,ATM-LUC-040,2025-07-23T05:42:00,2036.48
WD00229,ACC00013,ATM-KAN-014,2025-03-15T21:08:00,4250.27
WD00230,ACC00196,ATM-DEL-047,2025-01-01T01:58:00,293.54
WD00231,ACC00001,ATM-PAT-003,2025-07-12T08:00:00,2478.98
WD00232,ACC00007,ATM-LUC-005,2025-01-12T17:01:00,1202.65
WD00233,ACC00017,ATM-PAT-006,2025-01-21T01:19:00,12228.37
WD00234,ACC00317,ATM-MUM-060,2025-07-18T01:42:00,811.04
WD00235,ACC00269,ATM-DEL-047,2025-03-29T06:26:00,1666.63
WD00236,ACC00015,ATM-DEL-013,2025-06-13T11:44:00,8825.94
WD00237,ACC00039,ATM-MUM-083,2025-05-29T08:46:00,2171.65
WD00238,ACC00037,ATM-PAT-003,2025-09-01T22:29:00,2173.47
WD00239,ACC00027,ATM-KAN-012,2025-03-08T02:32:00,6080.71
WD00240,ACC00293,ATM-KAN-097,2025-08-15T12:01:00,1763.56
WD00241,ACC00067,ATM-DEL-011,2025-05-21T11:00:00,7956.31
WD00242,ACC00133,ATM-KAN-095,2025-07-14T21:36:00,4442.39
WD00243,ACC00025,ATM-KAN-014,2025-07-31T06:54:00,2585.55
WD00244,ACC00063,ATM-DEL-011,2025-04-01T17:29:00,1356.61
WD00245,ACC00487,ATM-DEL-065,2025-01-18T22:37:00,6163.73
WD00246,ACC00093,ATM-PAT-003,2025-02-18T16:36:00,2643.38
WD00247,ACC00072,ATM-MUM-009,2025-07-04T05:36:00,10285.55
WD00248,ACC00072,ATM-MUM-009,2025-02-10T14:29:00,7863.81
WD00249,ACC00041,ATM-PAT-003,2025-05-21T10:51:00,1939.66
WD00250,ACC00081,ATM-DEL-010,2025-04-02T12:59:00,8650.41
WD00251,ACC00217,ATM-BEN-057,2025-09-03T08:15:00,784.65
WD00252,ACC00178,ATM-BEN-050,2025-06-26T08:44:00,2181.41
WD00253,ACC00364,ATM-BEN-017,2025-06-30T03:29:00,1536.47
WD00254,ACC00072,ATM-MUM-009,2025-07-22T02:08:00,1749.18
WD00255,ACC00165,ATM-KAN-093,2025-03-07T12:10:00,6221.57
WD00256,ACC00045,ATM-KAN-012,2025-01-03T01:09:00,10282.94
WD00257,ACC00047,ATM-DEL-010,2025-02-27T21:44:00,7220.85
WD00258,ACC00082,ATM-DEL-004,2025-07-17T23:35:00,4642.56
WD00259,ACC00052,ATM-MUM-009,2025-09-05T01:36:00,2974.65
WD00260,ACC00018,ATM-DEL-000,2025-03-12T12:06:00,2111.77
WD00261,ACC00007,ATM-LUC-005,2025-01-24T21:48:00,3745.34
WD00262,ACC00123,ATM-PAT-028,2025-05-01T11:14:00,9902.46
WD00263,ACC00179,ATM-LUC-071,2025-06-10T13:05:00,14894.66
WD00264,ACC00002,ATM-PAT-008,2025-07-18T15:25:00,2541.71
WD00265,ACC00081,ATM-DEL-010,2025-04-12T09:56:00,2570.95
WD00266,ACC00085,ATM-PAT-003,2025-07-24T01:35:00,1487.47
WD00267,ACC00077,ATM-KAN-007,2025-02-15T20:13:00,13175.84
WD00268,ACC00091,ATM-DEL-011,2025-03-25T11:43:00,5376.74
WD00269,ACC00039,ATM-LUC-005,2025-07-18T21:01:00,2547.05
WD00270,ACC00385,ATM-JAI-058,2025-07-14T10:01:00,1930.72
WD00271,ACC00446,ATM-MUM-075,2025-04-24T19:03:00,4302.46
WD00272,ACC00201,ATM-KAN-069,2025-04-03T05:28:00,4536.19
WD00273,ACC00027,ATM-KAN-012,2025-04-04T16:49:00,1970.58
WD00274,ACC00096,ATM-KAN-012,2025-07-28T01:31:00,2628.2
WD00275,ACC00079,ATM-PAT-008,2025-09-16T20:40:00,2579.26
WD00276,ACC00324,ATM-PAT-039,2025-08-25T02:10:00,1464.51
WD00277,ACC00055,ATM-PAT-006,2025-03-21T11:12:00,5083.22
WD00278,ACC00039,ATM-LUC-005,2025-04-13T05:44:00,2806.75
WD00279,ACC00087,ATM-DEL-000,2025-04-26T09:30:00,765.69
WD00280,ACC00072,ATM-MUM-009,2025-06-04T23:30:00,18961.75
WD00281,ACC00052,ATM-MUM-009,2025-06-12T02:57:00,3432.57
WD00282,ACC00480,ATM-KAN-093,2025-02-11T05:31:00,5658.93
WD00283,ACC00041,ATM-PAT-003,2025-02-01T23:03:00,1829.7
WD00284,ACC00081,ATM-DEL-010,2025-04-23T00:00:00,2467.19
WD00285,ACC00023,ATM-LUC-005,2025-08-01T13:00:00,8186.51
WD00286,ACC00018,ATM-DEL-000,2025-05-16T14:17:00,2570.7
WD00287,ACC00173,ATM-DEL-094,2025-07-31T17:17:00,8302.66
WD00288,ACC00349,ATM-JAI-038,2025-03-10T02:48:00,6621.13
WD00289,ACC00311,ATM-HYD-091,2025-06-11T05:22:00,6487.56
WD00290,ACC00021,ATM-PAT-003,2025-08-23T16:12:00,6780.79
WD00291,ACC00087,ATM-DEL-000,2025-04-25T06:15:00,1995.43
WD00292,ACC00099,ATM-DEL-000,2025-08-01T20:26:00,9683.88
WD00293,ACC00081,ATM-DEL-010,2025-04-02T08:15:00,2555.16
WD00294,ACC00320,ATM-DEL-013,2025-07-03T09:04:00,5544.34
WD00295,ACC00012,ATM-JAI-038,2025-07-10T04:09:00,1747.31
WD00296,ACC00095,ATM-KAN-014,2025-05-25T16:04:00,8166.12
WD00297,ACC00048,ATM-DEL-000,2025-02-20T06:47:00,1698.12
WD00298,ACC00064,ATM-PAT-008,2025-09-13T07:40:00,2072.25
WD00299,ACC00094,ATM-DEL-010,2025-07-22T09:05:00,3294.49
